sellprice,year,km_driven,fuel,seller_type,transmission,owner,mileage(kmpl),engine(CC),maxpower(bhp),seats
0.090177,2007,129000,Diesel,Individual,Manual,Third Owner,17,1405,17,5
0.55,2012,74000,Diesel,Individual,Manual,Fourth & Above Owner,17.3,1998,163.7,5
0.13,2010,120000,Petrol,Individual,Manual,Third Owner,19.7,796,19.7,8
0.14,2012,120000,Diesel,Individual,Manual,Second Owner,21.03,1461,21.03,5
0.2,2011,70000,Petrol,Individual,Manual,Second Owner,16.6,1388,68,5
0.509999,2015,100000,Diesel,Individual,Manual,Second Owner,23.59,1364,67.05,5
2.475,2018,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984,150,5
0.448,2018,30000,Petrol,Individual,Automatic,First Owner,20.51,998,67,5
0.325,2013,70000,Diesel,Individual,Manual,Third Owner,21.9,1396,88.76,5
0.85,2017,43000,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,7
0.3,2013,120000,Diesel,Individual,Manual,Fourth & Above Owner,22.9,1248,74,5
0.2,2011,120000,Diesel,Individual,Manual,Third Owner,21,1461,64.1,5
0.25,2013,120000,Diesel,Individual,Manual,Third Owner,22.07,1199,73.9,5
0.7,2014,145241,Diesel,Individual,Manual,First Owner,12.05,2179,120,7
0.75,2013,80000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.6,7
0.459999,2012,70000,Diesel,Individual,Manual,First Owner,22.32,1582,126.32,5
0.555,2017,52000,Diesel,Individual,Manual,First Owner,21.66,1498,108.62,5
0.22,2014,80000,Petrol,Individual,Manual,Third Owner,21.1,814,55.2,5
0.34,2012,24300,Petrol,Dealer,Manual,First Owner,21.21,1197,81.8,5
0.7,2012,100000,Diesel,Individual,Manual,Second Owner,15.1,2179,140,7
0.35,2017,35000,Petrol,Individual,Manual,First Owner,15.37,1196,73,7
0.825,2018,71500,Diesel,Dealer,Manual,First Owner,22.54,1396,88.73,5
0.6,2014,114000,Diesel,Individual,Manual,First Owner,19.01,1461,108.45,5
0.29,2013,90000,Diesel,Individual,Manual,First Owner,23.08,1461,63.12,5
0.175,2011,50000,Petrol,Individual,Manual,First Owner,19.7,796,19.7,5
0.6,2014,70000,Diesel,Individual,Manual,Second Owner,23.4,1248,74,5
0.3,2016,30000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5
0.74,2018,38817,Diesel,Dealer,Manual,First Owner,27.39,1248,74,5
0.7,2016,80000,Diesel,Dealer,Manual,First Owner,27.39,1248,74,5
0.645,2016,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598,103.5,5
0.551,2012,170000,Diesel,Individual,Manual,First Owner,13.1,2499,141,7
0.33,2015,25000,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,5
0.12,2012,70000,Petrol,Individual,Manual,Third Owner,18.6,1199,18.6,5
0.4,2012,100000,Diesel,Individual,Manual,Third Owner,20.77,1248,88.76,7
0.25,2011,90000,Diesel,Individual,Manual,Second Owner,13.55,2179,118.35,7
0.28,2015,55000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,5
0.693,2019,4000,Petrol,Individual,Manual,First Owner,18.6,1197,81.86,5
0.29,2015,15200,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5
0.22,2014,40000,Petrol,Individual,Manual,First Owner,17.92,1086,62.1,5
0.35,2016,120000,Diesel,Individual,Manual,Third Owner,23.2,1248,73.94,5
0.459999,2013,80000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,5
0.503,2015,110000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,7
0.09,2011,90000,Petrol,Individual,Manual,Second Owner,15.64,1193,15.64,5
0.515,2015,120000,Petrol,Individual,Manual,Second Owner,18.6,1197,81.83,5
0.95,2018,7500,Diesel,Individual,Manual,First Owner,28.09,1248,88.5,5
0.409999,2018,35000,Petrol,Individual,Manual,First Owner,23.01,999,67,5
1.65,2016,90000,Diesel,Dealer,Manual,First Owner,13.68,2393,147.51,7
0.382,2009,120000,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,5
0.4,2011,70000,Diesel,Individual,Manual,Second Owner,13.6,2523,63,7
0.5,2013,60000,Petrol,Individual,Automatic,First Owner,13.7,1798,157.75,5
0.12,2010,70000,Petrol,Individual,Manual,Second Owner,16.1,796,16.1,4
0.325,2013,70000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,5
0.6,2015,60000,Diesel,Individual,Manual,Second Owner,13.49,2179,138.03,5
0.38,2013,76000,Diesel,Individual,Manual,Second Owner,22.9,1248,74,5
0.31,2013,70000,Petrol,Individual,Manual,First Owner,19.81,1086,68.05,5
0.15,2009,77000,Petrol,Individual,Manual,First Owner,17.92,1086,17.92,5
0.42,2019,10000,Petrol,Individual,Manual,First Owner,15.37,1196,73,5
0.55,2016,56494,Petrol,Dealer,Manual,First Owner,18.2,1199,88.7,5
0.2,2011,110000,Diesel,Individual,Manual,Second Owner,17,1405,71,5
0.13,2007,120000,Petrol,Individual,Manual,First Owner,16.1,1298,16.1,5
0.48,2015,30000,Diesel,Individual,Manual,First Owner,26.59,1248,74,5
0.44,2014,70000,Diesel,Individual,Manual,Second Owner,22.54,1396,88.73,5
2.55,2018,18000,Petrol,Dealer,Automatic,First Owner,15.04,1991,183,5
0.36,2011,100000,Diesel,Individual,Manual,First Owner,18.3,1991,147.9,5
0.135,2003,40000,Petrol,Individual,Manual,First Owner,18.9,998,18.9,5
0.341,2012,120000,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,5
0.225,2012,110000,Diesel,Individual,Manual,Second Owner,23.08,1461,63.12,5
2.575,2014,70000,Diesel,Individual,Automatic,First Owner,11.74,2987,254.8,5
0.3,2016,34000,Petrol,Individual,Manual,First Owner,23.01,999,67,5
0.29,2013,50000,Petrol,Individual,Automatic,First Owner,16.95,1197,78.9,5
0.48,2016,30000,Diesel,Individual,Manual,First Owner,24,1120,70,5
0.6,2020,5000,Petrol,Individual,Automatic,First Owner,20.89,1197,81.8,5
0.52,2016,20000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,5
0.08,2008,70000,Petrol,Individual,Manual,Second Owner,15.26,1150,15.26,5
0.355,2013,80000,Petrol,Individual,Manual,First Owner,19.4,1198,86.8,5
0.85,2017,110000,Diesel,Individual,Manual,First Owner,15.4,2523,75,7
0.737,2020,10000,Petrol,Individual,Automatic,First Owner,18.76,1462,103.26,5
0.56,2014,132000,Diesel,Individual,Manual,Second Owner,19.72,1461,108.45,5
0.811,2019,43000,Diesel,Individual,Manual,First Owner,22.54,1396,88.76,5
0.055599,2003,36088,Petrol,Individual,Manual,First Owner,16.1,796,16.1,4
0.65,2019,5621,Petrol,Dealer,Automatic,First Owner,22,1197,81.8,5
0.575,2016,53000,Diesel,Dealer,Manual,First Owner,22.54,1396,88.73,5
0.575,2018,10000,Petrol,Individual,Manual,First Owner,20.89,1197,81.8,5
0.2,2015,40000,Diesel,Individual,Manual,First Owner,25.44,936,56.3,5
2.9,2018,15000,Diesel,Dealer,Automatic,First Owner,18.25,1968,187.74,5
0.2,2010,70000,Petrol,Individual,Manual,Second Owner,19.81,1086,68.05,5
0.459999,2013,60000,Diesel,Individual,Manual,Second Owner,21.27,1396,88.76,5
0.83,2020,120000,Diesel,Individual,Manual,First Owner,15.1,2179,152.87,7
0.141,2011,15000,Petrol,Individual,Manual,Third Owner,19.7,796,19.7,5
0.75,2018,15000,Petrol,Individual,Manual,First Owner,21.1,998,100.5,5
0.19,2013,70000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5
1.65,2018,20000,Diesel,Individual,Manual,First Owner,13.68,2393,147.8,8
0.29,2015,15200,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5
0.475,2009,120000,Diesel,Individual,Manual,First Owner,12.05,2179,120,7
0.16,2009,35000,Petrol,Individual,Manual,Third Owner,19.81,1086,19.81,5
0.4,2011,221889,Diesel,Dealer,Manual,First Owner,22.32,1582,126.32,5
0.08,2004,248200,Diesel,Individual,Manual,Second Owner,16.1,1405,16.1,5
0.65,2017,40000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5
0.4,2016,140000,Diesel,Individual,Manual,Second Owner,14.02,2179,118.3,7
0.16,2012,110000,Petrol,Individual,Manual,First Owner,19.7,796,19.7,5
0.15,2013,66000,Petrol,Individual,Manual,First Owner,14.7,796,14.7,8
0.808,2020,5000,Petrol,Individual,Manual,First Owner,18.24,999,108.6,5
1.55,2017,87500,Diesel,Individual,Manual,First Owner,17.1,1956,170,5
0.33,2017,20000,Petrol,Individual,Manual,First Owner,23.01,999,67,5
0.4,2015,100000,Diesel,Individual,Manual,First Owner,23,1248,88.7,5
0.75,2014,120000,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,7
0.3,2017,8000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5
2,2016,68089,Petrol,Dealer,Automatic,First Owner,19.16,2494,157.7,5
0.509999,2016,110000,Diesel,Individual,Manual,First Owner,18.49,1493,100,7
0.12,2013,110000,Petrol,Individual,Manual,Second Owner,18.2,1199,18.2,5
0.47,2014,30528,Petrol,Dealer,Manual,First Owner,18.6,1197,81.86,5
0.2,2012,180000,Diesel,Individual,Manual,First Owner,18.4,1248,75,5
0.8,2010,25000,Petrol,Individual,Automatic,First Owner,16.8,1497,118,5
0.575,2014,70000,Diesel,Individual,Manual,Second Owner,13.58,2499,72.4,9
0.27,2017,31100,Petrol,Dealer,Manual,First Owner,22.7,799,53.64,5
0.31,2017,35000,Petrol,Individual,Manual,Second Owner,24.7,796,47.3,5
0.62,2014,90000,Diesel,Individual,Manual,Second Owner,19.01,1461,108.45,5
0.28,2017,32000,Petrol,Dealer,Manual,First Owner,14,796,35,5
0.53,2015,120000,Diesel,Individual,Manual,First Owner,25.2,1248,74,5
0.475,2011,80000,Diesel,Individual,Manual,First Owner,22.32,1582,126.32,5
0.27,2016,50000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5
0.625,2011,120000,Diesel,Individual,Manual,Second Owner,10.5,2835,116.9,6
0.9,2011,120000,Diesel,Individual,Manual,First Owner,11.5,2982,171,7
0.74,2018,38817,Diesel,Dealer,Manual,First Owner,27.39,1248,74,5
0.425,2006,270000,Diesel,Individual,Manual,Third Owner,12.8,2494,102,8
0.62,2017,100000,Diesel,Individual,Manual,First Owner,16.5,1493,70,7
0.22,2014,60000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5
0.91,2018,15000,Petrol,Individual,Manual,First Owner,17,1497,121.36,5
1.55,2017,120000,Diesel,Individual,Manual,First Owner,17.1,1956,170,5
0.65,2019,5621,Petrol,Dealer,Automatic,First Owner,22,1197,81.8,5
0.3,2013,90000,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,5
0.5,2020,1000,Petrol,Individual,Manual,First Owner,20.3,1086,68.07,5
0.08,2005,40000,Petrol,Individual,Manual,Second Owner,19.7,796,19.7,5
0.55,2016,80000,Diesel,Individual,Manual,Second Owner,19.64,1461,108.45,5
0.3,2012,77000,Diesel,Individual,Manual,First Owner,20.4,1248,91.7,5
3.2,2017,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999,177,5
0.65,2019,5621,Petrol,Dealer,Automatic,First Owner,22,1197,81.8,5
0.62,2016,36000,Petrol,Individual,Manual,First Owner,20.85,1197,83.14,5
0.22,2017,60000,Petrol,Individual,Manual,First Owner,22.5,999,67,5
0.114999,2011,172000,Diesel,Individual,Manual,Second Owner,17.88,1396,17.88,5
0.42,2016,110000,Diesel,Individual,Manual,Second Owner,18.2,1248,73.74,7
0.466,2013,95500,Diesel,Individual,Manual,Second Owner,14,2179,138.1,7
0.575,2017,19000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5
0.425,2010,129000,Diesel,Individual,Manual,First Owner,12.8,2494,102,8
0.579,2019,10000,Petrol,Individual,Manual,First Owner,21.4,1197,83.1,5
0.459999,2016,73000,Diesel,Individual,Manual,First Owner,25.83,1498,99,5
0.375,2015,30000,Petrol,Individual,Manual,First Owner,19.1,1197,82,5
5.5,2019,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190,5
0.5,2013,60000,Petrol,Individual,Manual,First Owner,16.02,1373,93.7,7
0.07,1997,100000,Petrol,Individual,Manual,Second Owner,17.3,993,17.3,5
0.18,2010,55000,Petrol,Individual,Manual,Fourth & Above Owner,17.92,1086,17.92,5
0.6,2015,80000,Diesel,Individual,Manual,First Owner,23.9,1582,126.32,5
0.325,2012,40000,Petrol,Dealer,Manual,First Owner,18.5,1198,86.8,5
0.75,2016,35000,Diesel,Individual,Manual,First Owner,18.49,1493,100,7
0.75,2015,16000,Diesel,Individual,Manual,First Owner,18.06,2523,63,7
0.75,2013,79328,Diesel,Dealer,Manual,Second Owner,12.99,2494,100.6,7
0.459999,2015,100000,Diesel,Individual,Manual,Second Owner,25.2,1248,74,5
0.67,2017,36000,Diesel,Individual,Manual,First Owner,27.39,1248,74,5
0.55,2016,35000,Diesel,Individual,Manual,First Owner,24.4,1120,71,5
0.18,2013,60000,Petrol,Individual,Manual,First Owner,21.1,814,21.1,5
0.235,2011,90000,Petrol,Individual,Manual,Second Owner,18.06,1198,75,5
0.811,2018,100000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5
1,2015,110000,Diesel,Individual,Manual,First Owner,20.45,1461,83.8,5
0.28,2009,120000,Diesel,Individual,Manual,First Owner,18.1,1493,110,5
0.645,2014,150360,Diesel,Individual,Manual,First Owner,22.32,1582,126.32,5
0.65,2016,30000,Diesel,Individual,Manual,Second Owner,27.3,1498,98.6,5
0.221,2009,100000,Diesel,Individual,Manual,Second Owner,17.8,1248,75,5
0.35,2013,70000,Diesel,Individual,Manual,Second Owner,21.9,1396,88.76,5
0.6,2016,13500,Petrol,Individual,Manual,First Owner,17.5,1373,91.1,7
1.7,2015,39000,Diesel,Individual,Manual,First Owner,13.5,2477,175.56,7
0.643,2019,10000,Diesel,Individual,Manual,First Owner,20.8,1493,113.4,5
0.27,2008,110000,Diesel,Individual,Manual,Third Owner,14.4,2179,120,7
0.72,2013,150000,Diesel,Individual,Manual,Second Owner,15.1,2179,140,7
0.779,2019,7032,Petrol,Dealer,Automatic,First Owner,19,1199,88.76,5
4.5,2019,21000,Diesel,Dealer,Automatic,First Owner,12.83,1999,148.31,7
0.29,2012,60000,Diesel,Individual,Manual,First Owner,21.02,1248,88.76,5
0.135,2009,50000,Petrol,Individual,Manual,First Owner,19.7,796,19.7,5
0.585,2019,80000,Petrol,Individual,Automatic,First Owner,17.4,1197,81.86,5
0.7,2016,30000,Diesel,Individual,Manual,First Owner,18.49,1493,100,7
0.366,2019,15000,Petrol,Individual,Manual,First Owner,23.95,998,67.1,5
0.2,2017,50000,Petrol,Individual,Manual,First Owner,16.8,796,34.2,5
0.55,2016,70000,Petrol,Individual,Manual,First Owner,18.9,1197,82,5
1.52,2019,10000,Petrol,Individual,Manual,First Owner,16,1368,160,5
0.52,2015,70000,Diesel,Individual,Manual,First Owner,26.59,1248,74,5
0.335,2015,120000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5
0.775,2017,35000,Diesel,Individual,Manual,First Owner,16.55,2498,105,6
0.65,2015,80000,Petrol,Individual,Manual,First Owner,17.4,1497,117.3,5
0.36,2011,157000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.3,5
0.6,2016,47000,Diesel,Individual,Manual,First Owner,25.2,1248,74,5
0.47,2016,23700,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,5
0.295,2009,195000,Diesel,Individual,Manual,Second Owner,14.8,2499,80,10
0.44,2014,110000,Diesel,Individual,Manual,Second Owner,13.49,2179,138.03,5
0.45,2016,5800,Petrol,Individual,Manual,Second Owner,20.51,998,67.04,5
0.3,2015,50000,Petrol,Individual,Manual,Third Owner,20.51,998,67.04,5
1.3,2015,48000,Diesel,Individual,Manual,Second Owner,19.67,1582,126.2,5
0.3,1997,186388,Petrol,Individual,Manual,Second Owner,14.8,1298,80,8
0.375,2008,90000,Petrol,Individual,Manual,Third Owner,13.5,1799,130,5
0.475,2015,128000,Diesel,Individual,Manual,Third Owner,15.96,2523,63,9
0.55,2015,29434,Petrol,Individual,Manual,First Owner,20.73,1373,91.1,5
0.55,2014,76000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,9
0.3,2013,100000,Diesel,Individual,Manual,Second Owner,23.2,1248,73.94,5
0.055,2002,120000,Petrol,Individual,Manual,Fourth & Above Owner,13.2,1495,13.2,5
0.34,2017,40300,Petrol,Individual,Manual,First Owner,23.84,1199,84,5
1,2015,35000,Diesel,Individual,Manual,First Owner,15.4,1997,120,7
0.375,2013,88200,Diesel,Individual,Manual,First Owner,23.2,1248,73.94,5
1.5,2018,20000,Diesel,Individual,Automatic,First Owner,16,2179,138,7
0.3,2017,10000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5
0.15,2003,40000,Petrol,Individual,Manual,Third Owner,14.2,1597,14.2,5
0.45,2018,20000,Petrol,Individual,Manual,First Owner,18.15,1198,82,6
0.221,2012,70000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,5
0.17,2011,70000,Diesel,Individual,Manual,Second Owner,20,1399,20,5
0.388,2011,80000,Diesel,Individual,Manual,Second Owner,22.07,1199,73.9,5
0.65,2017,70000,Petrol,Individual,Manual,First Owner,20.85,1197,83.14,5
0.11,2005,100000,Petrol,Individual,Automatic,Second Owner,12,1493,12,5
0.6,2014,90000,Diesel,Individual,Manual,Second Owner,13.58,2499,72.4,9
0.067,2008,80000,Diesel,Individual,Manual,Second Owner,17.2,1396,17.2,5
1,2019,15000,Petrol,Individual,Manual,First Owner,19.01,1462,103.2,6
0.445,2020,1000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,5
0.61,2017,49000,Diesel,Individual,Manual,First Owner,28.4,1248,74,5
0.065,2003,114000,Petrol,Individual,Manual,First Owner,19.7,796,19.7,5
3.2,2017,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999,177,5
0.1,2006,42500,Petrol,Individual,Manual,First Owner,19.7,796,19.7,5
0.32,2010,60000,Petrol,Individual,Manual,Second Owner,21.1,1197,85.8,5
0.6,2019,7500,Petrol,Individual,Automatic,First Owner,21.21,1197,81.8,5
0.225,2011,15000,Petrol,Individual,Manual,First Owner,15.6,1196,70,5
0.328,2017,68000,Petrol,Individual,Manual,Second Owner,23.84,1199,84,5
0.22,2014,100000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5
0.09,2009,118000,Diesel,Individual,Manual,Second Owner,16.8,1405,16.8,5
0.375,2013,70000,Petrol,Individual,Manual,First Owner,18.5,1197,82.85,5
0.7,2017,15000,Petrol,Individual,Manual,First Owner,17.5,1199,88.7,5
0.29,2015,30000,Petrol,Individual,Manual,Second Owner,23.1,998,67.04,5
0.55,2010,216000,Diesel,Individual,Manual,First Owner,12.8,2494,102,8
1.5,2018,30000,Diesel,Individual,Manual,First Owner,16,2179,140,7
0.275,2014,195000,Diesel,Individual,Manual,First Owner,18.2,1248,73.8,7
0.399,2013,61000,Diesel,Dealer,Manual,Second Owner,21.64,1461,84.8,5
3.8,2019,20000,Diesel,Individual,Automatic,First Owner,18,1969,190,5
0.335,2014,33033,Petrol,Dealer,Manual,First Owner,19.4,1198,86.8,5
0.39,2018,25000,Petrol,Individual,Manual,First Owner,23.84,1199,84,5
0.26,2013,189000,Diesel,Individual,Manual,First Owner,21.02,1248,88.76,5
0.445,2015,62000,Diesel,Dealer,Manual,First Owner,21,1498,74.96,7
0.24,2012,35000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,5
0.55,2016,80000,Diesel,Individual,Manual,Second Owner,15.96,2523,63,9
0.5,2016,60000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,5
0.225,2009,120000,Diesel,Individual,Manual,Third Owner,19.3,1248,73.9,5
0.27,2010,185000,Diesel,Individual,Manual,First Owner,14.8,2499,80,7
0.225,2013,58343,Petrol,Dealer,Manual,First Owner,21.79,998,67.05,5
0.3,2011,60000,Petrol,Individual,Manual,Second Owner,18.06,1198,75,5
0.095,2011,44000,Petrol,Individual,Manual,Second Owner,16,995,16,5
0.35,2014,35000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5
0.15,2006,100000,Petrol,Individual,Manual,Second Owner,19.7,796,19.7,5
0.4,2014,100000,Petrol,Individual,Manual,Second Owner,19.1,1197,85.8,5
0.15,2010,70000,Petrol,Individual,Manual,Second Owner,18.9,1061,18.9,5
0.65,2014,83000,Diesel,Individual,Manual,Third Owner,22.32,1582,126.32,5
5.4,2019,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190,5
0.8,2015,70000,Diesel,Individual,Manual,First Owner,15.4,1997,120,7
1.3,2016,40000,Diesel,Individual,Automatic,First Owner,16,2179,140,7
0.39,2017,25000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5
0.1,2011,80000,Diesel,Individual,Manual,First Owner,18,1248,18,5
2,2016,68089,Petrol,Dealer,Automatic,First Owner,19.16,2494,157.7,5
0.2,2003,121000,Petrol,Individual,Manual,First Owner,17.3,993,60,5
0.21,2008,100000,Diesel,Individual,Manual,First Owner,19.61,1405,70,5
0.265,2011,120000,Diesel,Individual,Manual,First Owner,21.12,1248,88.8,5
0.99,2017,20000,Petrol,Individual,Automatic,First Owner,17,1591,121.3,5
0.65,2018,6000,Petrol,Individual,Manual,First Owner,18.15,1198,82,6
1.4,2015,170000,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,7
0.459999,2016,27000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,5
1.4,2018,13534,Petrol,Dealer,Manual,First Owner,14.28,1798,138.03,5
1,2018,70000,Diesel,Individual,Manual,First Owner,25.1,1248,88.5,5
0.5,2017,50000,Diesel,Individual,Manual,First Owner,25.32,1198,77,6
0.27,2011,60000,Petrol,Individual,Manual,Second Owner,16.47,1198,73.9,5
0.694,2019,35000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5
0.065,2005,85000,Petrol,Individual,Manual,First Owner,15.3,1341,15.3,5
0.55,2016,56494,Petrol,Dealer,Manual,First Owner,18.2,1199,88.7,5
0.225,2013,58343,Petrol,Dealer,Manual,First Owner,21.79,998,67.05,5
0.135,2010,148000,Diesel,Individual,Manual,Second Owner,19.09,1396,19.09,5
0.6,2018,69779,Petrol,Dealer,Automatic,First Owner,22,1197,81.8,5
1.25,2014,42000,Petrol,Individual,Automatic,First Owner,11.9,1595,120.7,5
0.36,2013,97000,Diesel,Individual,Manual,First Owner,22.9,1248,74,5
0.6,2012,144030,Petrol,Individual,Manual,First Owner,12.8,2354,177.6,5
0.26,2010,70000,Diesel,Individual,Manual,First Owner,20,1399,68,5
0.875,2018,50000,Diesel,Dealer,Manual,First Owner,24.3,1248,88.5,5
0.252,2016,30000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5
0.45,2006,192000,Diesel,Individual,Manual,Fourth & Above Owner,12.8,2494,102,8
0.5,2013,50000,Petrol,Individual,Manual,Second Owner,17.1,1591,121.3,5
0.55,2013,133000,Diesel,Individual,Manual,First Owner,14,2179,138.1,7
0.754,2019,10000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5
0.132,2010,105000,Petrol,Individual,Manual,First Owner,19.7,796,19.7,5
0.75,2018,30000,Diesel,Individual,Manual,First Owner,22.54,1396,88.76,5
